"GUID","Label","Description","Specification","Type","Resource Type","Dimension","Information Element","Source","Example Implementation"
"d2fdb144-faa7-4687-9c52-9e3eba56472b","Measure Start Day Of Year Single Completeness","Test to see whether a provided dwc:startDayOfYear contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if startDayOfYear is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:startDayOfYear","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"c020d212-f97d-46f9-8f60-ce85937d340f","Measure State Province Single Completeness","Test to see whether a provided dwc:stateProvince contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if stateProvince is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:stateProvince","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"ba82ef8a-ab57-4ceb-a1f6-25411fe7a89f","Measure Subgenus Single Completeness","Test to see whether a provided dwc:subgenus contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if subgenus is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:subgenus","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"13b2314d-2203-416a-ac1f-1483282d6d2b","Measure Taxon Rank Single Completeness","Test to see whether a provided dwc:taxonRank contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if taxonRank is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:taxonRank","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"762921f7-6bad-4cbf-87d8-02b40dd389dd","Measure Type Status Single Completeness","Test to see whether a provided dwc:typeStatus contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if typeStatus is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:typeStatus","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"c7a2d7c3-d070-4a04-b085-b0eacb434ff4","Measure Verbatim Coordinates Single Completeness","Test to see whether a provided dwc:verbatimCoordinates contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimCoordinates is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimCoordinates","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"45c96ed4-7ced-4160-9aa6-b2ba8d92b6ae","Measure Verbatim Depth Single Completeness","Test to see whether a provided dwc:verbatimDepth contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimDepth is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimDepth","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"2be10ba0-fdcc-49ef-9da4-4d6f5f24e5bc","Measure Verbatim Elevation Single Completeness","Test to see whether a provided dwc:verbatimElevation contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimElevation is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimElevation","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"3faa9931-7787-49e7-a5bc-60bb67f385e7","Measure Verbatim Event Date Single Completeness","Test to see whether a provided dwc:verbatimEventDate contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimEventDate is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimEventDate","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"f6cf6312-d98e-434c-be85-25ae91a45b7a","Measure Verbatim Latitude Single Completeness","Test to see whether a provided dwc:verbatimLatitude contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimLatitude is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimLatitude","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"5b5478c3-340b-4b43-80f6-ce20c3307023","Measure Verbatim Longitude Single Completeness","Test to see whether a provided dwc:verbatimLongitude contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimLongitude is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimLongitude","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"72709e74-e1fd-435c-9230-5be9446639f9","Measure Verbatim SRS Single Completeness","Test to see whether a provided dwc:verbatimSRS contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if verbatimSRS is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:verbatimSRS","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"174c1bf3-9f54-4b9b-92b0-8611cb675f81","Measure Vernacular Name Single Completeness","Test to see whether a provided dwc:vernacularName contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if vernacularName is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:vernacularName","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"d0e9826f-72d2-408c-a071-1515d2204894","Measure Water Body Single Completeness","Test to see whether a provided dwc:waterBody contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if waterBody is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:waterBody","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
"e139d0e5-9772-459a-bf2a-3c017f9fbdeb","Measure Year Single Completeness","Test to see whether a provided dwc:year contains a non-empty value.  Does not test validity of a non-empty value.","NOT_COMPLETE if year is null, an empty string, contains only white space, contains only pipe characters '|', or contains only a string serialization interpeted as null, otherwise COMPLETE.","Measure","SingleRecord","Completeness","dwc:year","Kurator","https://github.com/kurator-org/dwc_completeness/blob/master/src/main/java/org/datakurator/dwc_comp/CompletenessQC.java"
